0.511744, 2001, 10, 0.45, 1.85973, 1975.8, 0.492575, 0.250875
0.511744, 2001, 10, 0.46, 1.88689, 1974.82, 0.492426, 0.270865
0.511744, 2001, 10, 0.47, 1.83426, 1973.62, 0.492662, 0.244878
0.512, 2000, 10, 0.48, 129.478, 1963.43, 0.407156, 2.696
0.512, 2000, 10, 0.49, 77.4033, 1935.14, 0.4274, 2.174
1.03644, 988, 10, 0.5, 15.905, 1015.65, 0.45149, 1.64777
20.898, 49, 10, 0.51, 11.5634, 144.138, 0.333756, 10.3265
35.3103, 29, 10, 0.52, 5.35163, 69.4774, 0.352539, 11.3103
85.3333, 12, 10, 0.53, 6.50736, 44.9374, 0.240398, 23.8333
85.3333, 12, 10, 0.54, 6.32504, 40.657, 0.244846, 23.5
85.3333, 12, 10, 0.55, 6.11384, 38.548, 0.248415, 22.8333
85.3333, 12, 10, 0.56, 6.01792, 37.8637, 0.250027, 23
85.3333, 12, 10, 0.57, 5.74588, 37.241, 0.253467, 23
85.3333, 12, 10, 0.58, 5.75765, 36.7825, 0.252156, 23
85.3333, 12, 10, 0.59, 6.00728, 36.5909, 0.242742, 22.3333
85.3333, 12, 10, 0.6, 6.02778, 36.5027, 0.241538, 22.3333
85.3333, 12, 10, 0.61, 6.04208, 36.5152, 0.240908, 22.3333
85.3333, 12, 10, 0.62, 6.09314, 36.3866, 0.239556, 22.3333
85.3333, 12, 10, 0.63, 6.14531, 36.3809, 0.23745, 22.3333
85.3333, 12, 10, 0.64, 5.99871, 36.1774, 0.242706, 22.3333
85.3333, 12, 10, 0.65, 6.10099, 36.1497, 0.238835, 22.3333
85.3333, 12, 10, 0.66, 6.10099, 36.1497, 0.238835, 22.3333
85.3333, 12, 10, 0.67, 6.34371, 36.1288, 0.228106, 22.3333
85.3333, 12, 10, 0.68, 6.34371, 36.1288, 0.228106, 22.3333
85.3333, 12, 10, 0.69, 6.32662, 36.1136, 0.228746, 22.3333
85.3333, 12, 10, 0.7, 6.495, 36.0709, 0.22275, 22.3333
85.3333, 12, 10, 0.71, 6.43236, 36.0594, 0.224715, 22.3333
85.3333, 12, 10, 0.72, 6.61823, 36.0438, 0.218615, 22.3333
85.3333, 12, 10, 0.73, 6.32777, 35.9231, 0.229006, 22.3333
85.3333, 12, 10, 0.74, 6.39039, 35.9183, 0.225896, 22.3333
