0.031984, 2001, 6, 0.45, 3.06786, 1971.87, 0.485232, 0.481759
0.032016, 1999, 6, 0.46, 94.8333, 1965.24, 0.446578, 1.86293
0.032016, 1999, 6, 0.47, 94.3128, 1942.23, 0.430038, 2.33017
0.031984, 2001, 6, 0.48, 99.2606, 1933.03, 0.423124, 2.37381
0.032, 2000, 6, 0.49, 89.3814, 1880.8, 0.432399, 2.405
0.0588235, 1088, 6, 0.5, 5.18282, 989.784, 0.474838, 1.13051
1.68421, 38, 6, 0.51, 34.4086, 132.376, 0.0627382, 13.0526
5.81818, 11, 6, 0.52, 21.8714, 72.2879, 0.0308955, 47.0909
2.66667, 24, 6, 0.53, 9.50235, 64.1502, 0.281475, 19.6667
4.92308, 13, 6, 0.54, 13.8938, 48.3948, 0.250958, 37.3846
5.81818, 11, 6, 0.55, 10.9011, 41.0533, 0.117741, 39.8182
5.33333, 12, 6, 0.56, 18.5317, 38.6685, -0.0167313, 36.3333
5.81818, 11, 6, 0.57, 9.98921, 36.7597, 0.277009, 39.4545
5.33333, 12, 6, 0.58, 18.3216, 36.499, -0.0168167, 35.3333
5.33333, 12, 6, 0.59, 17.6224, 36.2172, -0.0152271, 33
5.33333, 12, 6, 0.6, 18.5501, 36.1133, -0.0182, 34.3333
5.81818, 11, 6, 0.61, 9.78924, 35.4971, 0.300032, 39.0909
5.33333, 12, 6, 0.62, 18.6826, 35.9597, -0.0191354, 35.8333
5.81818, 11, 6, 0.63, 9.78885, 35.4852, 0.30012, 39.0909
5.81818, 11, 6, 0.64, 20.3763, 35.956, -0.0661568, 39.0909
5.81818, 11, 6, 0.65, 20.3763, 35.956, -0.0661568, 39.0909
5.81818, 11, 6, 0.66, 20.3763, 35.956, -0.0661568, 39.0909
5.81818, 11, 6, 0.67, 9.7906, 35.4845, 0.300048, 39.0909
5.33333, 12, 6, 0.68, 18.664, 35.9531, -0.0184938, 35.8333
5.81818, 11, 6, 0.69, 20.2994, 35.9491, -0.0633591, 39.0909
5.81818, 11, 6, 0.7, 9.78628, 35.4781, 0.300198, 39.0909
5.81818, 11, 6, 0.71, 9.78628, 35.4781, 0.300198, 39.0909
5.81818, 11, 6, 0.72, 9.78628, 35.4781, 0.300198, 39.0909
5.81818, 11, 6, 0.73, 10.4264, 35.478, 0.257227, 39.0909
5.81818, 11, 6, 0.74, 10.4264, 35.478, 0.257227, 39.0909
