0.031984, 2001, 6, 0.45, 14.0954, 1970.28, 0.482186, 0.544728
0.031984, 2001, 6, 0.46, 12.8407, 1965.54, 0.486837, 0.514743
0.0320963, 1994, 6, 0.47, 99.3073, 1952.5, 0.421684, 2.38415
0.0320641, 1996, 6, 0.48, 78.6211, 1930.85, 0.429135, 2.14128
0.0320963, 1994, 6, 0.49, 53.1378, 1888.43, 0.446207, 1.8997
0.0761905, 840, 6, 0.5, 13.9653, 916.203, 0.460744, 1.83095
0.969697, 66, 6, 0.51, 14.0358, 151.597, 0.375231, 8.87879
2.46154, 26, 6, 0.52, 20.8468, 87.5085, 0.295422, 21.6154
4, 16, 6, 0.53, 25.52, 63.4397, 0.230558, 33.25
4.92308, 13, 6, 0.54, 24.6249, 50.3064, 0.211267, 36.9231
2.78261, 23, 6, 0.55, 12.747, 45.3304, 0.34358, 20.2609
5.81818, 11, 6, 0.56, 24.1235, 41.5824, 0.185736, 42
4.57143, 14, 6, 0.57, 18.422, 39.7634, 0.25672, 31.5714
5.81818, 11, 6, 0.58, 23.2627, 38.1276, 0.186175, 40.5455
5.81818, 11, 6, 0.59, 23.0216, 37.578, 0.175191, 40.5455
5.33333, 12, 6, 0.6, 20.713, 37.0965, 0.204185, 37.8333
5.33333, 12, 6, 0.61, 20.702, 37.0315, 0.204046, 37
5.81818, 11, 6, 0.62, 22.5991, 36.6381, 0.173366, 40.1818
5.81818, 11, 6, 0.63, 22.6094, 36.5952, 0.172661, 40.1818
5.33333, 12, 6, 0.64, 20.5664, 36.5211, 0.206833, 36.8333
5.81818, 11, 6, 0.65, 22.5313, 36.4312, 0.175566, 40.1818
5.81818, 11, 6, 0.66, 22.5388, 36.4251, 0.175193, 40.1818
5.81818, 11, 6, 0.67, 22.8265, 36.3901, 0.16298, 40.1818
5.81818, 11, 6, 0.68, 22.8266, 36.3822, 0.162957, 40.1818
5.81818, 11, 6, 0.69, 22.8048, 36.38, 0.163195, 40.1818
4.92308, 13, 6, 0.7, 19.4619, 36.3163, 0.209577, 34
4.92308, 13, 6, 0.71, 19.4619, 36.3163, 0.209577, 34
5.81818, 11, 6, 0.72, 23.0712, 36.2922, 0.153632, 40.1818
5.81818, 11, 6, 0.73, 22.8444, 36.213, 0.161355, 40.1818
5.81818, 11, 6, 0.74, 22.7696, 36.196, 0.164284, 40.1818
