129.55, 501, 2, 0.45, 0.997472, 15.986, 0.482183, 0.327345
130.81, 501, 2, 0.46, 0.979743, 16, 0.482347, 0.343313
129.55, 501, 2, 0.47, 0.98097, 15.986, 0.482388, 0.343313
129.55, 501, 2, 0.48, 0.97841, 15.986, 0.482386, 0.331337
130.81, 501, 2, 0.49, 0.998096, 16, 0.482213, 0.331337
1.77, 501, 2, 0.5, 0.937836, 9.79242, 0.482196, 0.327345
2.05241, 501, 2, 0.51, 0.922055, 10.006, 0.482301, 0.315369
2.19942, 501, 2, 0.52, 0.93358, 10.1058, 0.482321, 0.323353
1.75294, 501, 2, 0.53, 0.93341, 9.77844, 0.482322, 0.319361
5.0866, 501, 2, 0.54, 0.937483, 11.3154, 0.482254, 0.335329
13.8022, 501, 2, 0.55, 0.991205, 12.7555, 0.482262, 0.347305
9.17051, 501, 2, 0.56, 0.970576, 12.1657, 0.482353, 0.331337
6.55217, 501, 2, 0.57, 1.04066, 11.6806, 0.481823, 0.347305
3.19109, 501, 2, 0.58, 1.12615, 10.6427, 0.481094, 0.363273
2.06952, 501, 2, 0.59, 1.21517, 10.018, 0.480397, 0.367265
1.05208, 501, 2, 0.6, 1.2216, 9.04192, 0.480593, 0.39521
0.740342, 501, 2, 0.61, 0.978119, 8.53493, 0.482352, 0.351297
0.650057, 501, 2, 0.62, 1.02418, 8.34731, 0.482059, 0.359281
0.368893, 501, 2, 0.63, 1.24462, 7.52994, 0.48041, 0.391218
0.294823, 501, 2, 0.64, 1.18933, 7.20659, 0.481031, 0.399202
0.243244, 501, 2, 0.65, 1.21334, 6.92914, 0.480698, 0.387226
0.234163, 501, 2, 0.66, 1.18751, 6.87425, 0.48092, 0.379242
0.0532844, 501, 2, 0.67, 1.05515, 4.73852, 0.48382, 0.411178
0.0541764, 501, 2, 0.68, 1.04607, 4.76248, 0.483898, 0.427146
0.0470135, 501, 2, 0.69, 0.449081, 4.55788, 0.488888, 0.331337
0.0380971, 501, 2, 0.7, 1.04279, 4.25449, 0.48417, 0.39521
0.0353546, 501, 2, 0.71, 1.07058, 4.14671, 0.484359, 0.47505
0.0283144, 501, 2, 0.72, 0.977859, 3.82635, 0.485078, 0.439122
0.0261492, 501, 2, 0.73, 1.15167, 3.71158, 0.483916, 0.43513
0.0254004, 501, 2, 0.74, 0.933991, 3.66966, 0.485453, 0.407186
