0.0651878, 1001, 0.45, 22.6741, 6.02797, 0.430981, 0.667333
0.0394446, 1001, 0.47, 22.59, 5.3032, 0.432869, 0.719281
0.0254904, 1001, 0.49, 21.4999, 4.67333, 0.434785, 0.709291
0.0123713, 1001, 0.51, 45.1833, 3.63037, 0.426801, 0.853147
0.0103652, 1001, 0.53, 44.3466, 3.37512, 0.426974, 0.859141
0.00884837, 1001, 0.55, 42.783, 3.14685, 0.426376, 0.869131
0.00822785, 1001, 0.57, 42.4528, 3.04196, 0.425439, 0.887113
0.0071886, 1001, 0.59, 43.8453, 2.84715, 0.423972, 0.919081
0.00599173, 1001, 0.61, 43.6375, 2.58442, 0.421591, 0.947053
0.00567473, 1001, 0.63, 44.175, 2.50599, 0.420501, 0.929071
0.00550635, 1001, 0.65, 44.3002, 2.46254, 0.419766, 0.957043
0.00477104, 1001, 0.67, 73.6438, 2.25574, 0.401145, 0.897103
0.00473483, 1001, 0.69, 73.5209, 2.24476, 0.40107, 0.915085
0.00470053, 1001, 0.71, 74.1201, 2.23427, 0.401329, 0.909091
0.00465035, 1001, 0.73, 74.0879, 2.21878, 0.401045, 0.893107
0.0045737, 1001, 0.75, 70.6919, 2.19481, 0.404895, 0.905095
0.00457212, 1001, 0.77, 70.5599, 2.19431, 0.405027, 0.865135
0.00456737, 1001, 0.79, 70.8674, 2.19281, 0.404705, 0.865135
0.00451862, 1001, 0.81, 70.6446, 2.17732, 0.404178, 0.789211
0.00451236, 1001, 0.83, 70.9307, 2.17532, 0.404141, 0.795205
0.00449054, 1001, 0.85, 70.7309, 2.16833, 0.404015, 0.791209
0.00447502, 1001, 0.87, 71.2924, 2.16334, 0.403989, 0.779221
0.00446264, 1001, 0.89, 71.3084, 2.15934, 0.40401, 0.753247
0.00446264, 1001, 0.91, 71.3084, 2.15934, 0.40401, 0.753247
