15, -1, 1
16, -47, 1
17, -33, 1
18, 5, -1
19, 19, -1
20, -41, 1
21, -1, 1
22, -31, 1
23, -5, 1
24, 15, -1
25, 13, -1
26, 1, -1
27, 47, -1
28, -11, 1
29, 1, -1
30, 25, -1
31, -3, 1
32, 17, -1
33, 33, -1
34, 15, -1
35, 13, -1
36, -1, 1
37, -25, 1
38, 23, -1
39, -23, 1
40, 15, -1
41, 11, -1
42, -33, 1
43, 7, -1
44, 1, -1
45, 17, -1
46, -27, 1
47, -3, 1
48, -7, 1
49, -1, 1
50, 19, -1
51, -1, 1
52, 19, -1
53, 17, -1
54, 19, -1
55, -7, 1
56, 23, -1
57, -41, 1
58, -5, 1
59, 7, -1
60, -39, 1
61, 1, -1
62, 9, -1
63, 57, -1
64, 45, -1
65, 3, -1
66, 19, -1
67, 9, -1
68, 13, -1
69, 21, -1
70, -13, 1
71, -41, 1
72, -29, 1
73, 1, -1
74, -17, 1
75, -5, 1
76, -27, 1
77, -5, 1
78, -11, 1
79, 41, -1
80, -3, 1
81, 21, -1
82, 7, -1
83, 17, -1
84, 27, -1
85, 21, -1
86, -15, 1
87, -3, 1
88, 21, -1
89, -17, 1
90, 11, -1
91, -19, 1
92, 29, -1
93, 7, -1
94, 33, -1
95, 7, -1
96, -29, 1
97, -9, 1
98, -9, 1
99, 19, -1
100, -13, 1
101, -3, 1
102, -13, 1
103, -19, 1
104, 25, -1
105, -37, 1
106, 23, -1
107, 9, -1
108, -17, 1
109, 1, -1
110, -3, 1
111, -11, 1
112, 9, -1
113, -11, 1
114, 3, -1
115, -9, 1
116, -25, 1
117, 13, -1
118, -17, 1
119, 7, -1
120, -7, 1
121, 27, -1
122, -19, 1
123, -25, 1
124, 13, -1
125, -37, 1
126, -11, 1
127, -9, 1
128, 11, -1
129, 49, -1
130, -33, 1
131, -45, 1
132, 31, -1
133, 1, -1
134, 9, -1
135, -1, 1
136, -51, 1
137, 41, -1
138, 9, -1
139, 27, -1
140, 13, -1
141, -47, 1
142, -19, 1
143, 19, -1
144, -9, 1
145, 17, -1
146, 41, -1
147, 33, -1
148, 17, -1
149, -45, 1
150, 11, -1
151, -21, 1
152, 29, -1
153, -45, 1
154, -7, 1
155, 13, -1
156, -17, 1
157, 33, -1
158, -3, 1
159, 13, -1
160, -11, 1
161, 13, -1
162, -15, 1
163, -17, 1
164, 23, -1
165, 17, -1
166, 3, -1
167, 1, -1
168, 25, -1
169, -19, 1
170, -3, 1
171, -33, 1
172, 11, -1
173, -9, 1
174, -3, 1
175, 21, -1
176, -9, 1
177, -15, 1
178, -3, 1
179, -39, 1
180, 31, -1
181, 9, -1
182, -25, 1
183, 5, -1
184, -9, 1
185, -13, 1
186, 9, -1
187, 29, -1
188, -15, 1
189, -21, 1
190, -3, 1
191, 41, -1
192, 1, -1
193, -5, 1
194, -39, 1
195, 3, -1
196, -1, 1
197, -7, 1
198, 3, -1
199, -41, 1
200, -19, 1
201, -3, 1
202, -9, 1
203, -27, 1
204, -11, 1
205, -3, 1
206, -31, 1
207, -25, 1
208, 29, -1
209, -17, 1
210, -23, 1
211, -19, 1
212, 15, -1
213, -33, 1
214, 13, -1
215, -1, 1
216, 3, -1
217, -7, 1
218, -13, 1
219, 37, -1
220, -9, 1
221, -7, 1
222, 21, -1
223, 27, -1
224, -25, 1
225, 31, -1
226, 33, -1
227, 15, -1
228, 9, -1
229, 29, -1
230, 33, -1
231, -31, 1
232, -61, 1
233, 13, -1
234, 27, -1
235, 19, -1
236, 25, -1
237, -13, 1
238, 29, -1
239, -19, 1
240, 11, -1
241, 7, -1
242, -29, 1
243, -21, 1
244, 15, -1
245, -25, 1
246, 19, -1
247, -13, 1
248, 13, -1
249, 1, -1
250, 5, -1
251, -15, 1
252, -13, 1
253, 11, -1
254, 23, -1
255, 43, -1
256, -17, 1
257, 7, -1
258, 17, -1
259, 9, -1
260, 35, -1
261, -3, 1
262, 19, -1
263, 61, -1
264, 15, -1
265, 7, -1
266, 29, -1
267, 39, -1
268, -1, 1
269, 15, -1
270, 11, -1
271, 21, -1
272, -1, 1
273, -3, 1
274, 25, -1
275, 1, -1
276, -13, 1
277, 29, -1
278, 5, -1
279, 15, -1
280, -33, 1
281, 13, -1
282, 1, -1
283, -15, 1
284, 7, -1
285, -27, 1
286, 5, -1
287, 9, -1
288, -17, 1
289, -31, 1
290, 21, -1
291, 29, -1
292, 17, -1
293, -25, 1
294, 17, -1
295, 13, -1
296, -9, 1
297, 19, -1
298, -53, 1
299, 19, -1
300, -3, 1
301, 23, -1
302, 1, -1
303, 3, -1
304, 21, -1
305, 31, -1
306, 3, -1
307, 11, -1
308, 11, -1
309, -7, 1
310, -21, 1
311, -5, 1
312, 7, -1
313, 25, -1
314, 17, -1
315, -11, 1
316, -5, 1
317, 37, -1
318, -35, 1
319, 3, -1
320, 19, -1
321, 25, -1
322, -17, 1
323, -11, 1
324, 55, -1
325, -13, 1
326, 49, -1
327, 7, -1
328, -45, 1
329, -25, 1
330, 5, -1
331, -13, 1
332, 29, -1
333, -13, 1
334, 9, -1
335, 3, -1
336, -3, 1
337, 17, -1
338, 7, -1
339, 7, -1
340, 1, -1
341, -37, 1
342, 15, -1
343, -9, 1
344, -7, 1
345, 61, -1
346, -29, 1
347, -1, 1
348, -43, 1
349, -7, 1
350, 13, -1
351, 27, -1
352, -9, 1
353, 45, -1
354, 53, -1
355, -5, 1
356, 1, -1
357, 7, -1
358, -19, 1
359, 41, -1
360, -7, 1
361, -31, 1
362, 25, -1
363, -3, 1
364, 23, -1
365, 31, -1
366, -11, 1
367, -15, 1
368, -13, 1
369, -19, 1
370, 17, -1
371, 19, -1
372, 35, -1
373, 13, -1
374, -1, 1
375, 5, -1
376, 35, -1
377, 21, -1
378, 3, -1
379, 23, -1
380, -19, 1
381, 15, -1
382, 7, -1
383, 31, -1
384, -3, 1
385, 33, -1
386, 23, -1
387, 19, -1
388, -5, 1
389, 19, -1
390, -5, 1
391, -13, 1
392, 51, -1
393, -25, 1
394, 11, -1
395, 19, -1
396, 13, -1
397, -1, 1
398, 19, -1
399, 43, -1
400, 15, -1
401, 9, -1
402, 45, -1
403, 27, -1
404, 13, -1
405, 29, -1
406, 23, -1
407, -1, 1
408, 41, -1
409, -1, 1
410, -15, 1
411, 35, -1
412, 21, -1
413, -29, 1
414, -39, 1
415, 33, -1
416, 1, -1
417, 17, -1
418, -7, 1
419, -27, 1
420, 49, -1
421, 1, -1
422, -3, 1
423, -19, 1
424, 41, -1
425, 19, -1
426, 25, -1
427, -35, 1
428, 5, -1
429, 39, -1
430, 11, -1
431, 11, -1
432, 29, -1
433, -15, 1
434, -11, 1
435, -21, 1
436, 23, -1
437, 13, -1
438, 11, -1
439, 7, -1
440, 11, -1
441, -25, 1
442, -21, 1
443, -15, 1
444, -17, 1
445, 49, -1
446, 1, -1
447, -9, 1
448, 1, -1
449, -9, 1
450, 13, -1
451, 15, -1
452, 35, -1
453, -29, 1
454, 11, -1
455, 19, -1
456, -27, 1
457, -17, 1
458, 5, -1
459, -9, 1
460, -7, 1
461, 31, -1
462, -15, 1
463, 11, -1
464, -23, 1
465, 25, -1
466, -19, 1
467, 1, -1
468, -5, 1
469, -15, 1
470, -13, 1
471, 23, -1
472, 21, -1
473, 23, -1
474, -29, 1
475, -5, 1
476, -15, 1
477, 19, -1
478, 27, -1
479, 3, -1
480, -5, 1
481, -9, 1
482, -9, 1
483, -23, 1
484, -3, 1
485, 13, -1
486, -13, 1
487, -3, 1
488, 13, -1
489, -21, 1
490, 31, -1
491, 41, -1
492, 33, -1
493, 17, -1
494, -11, 1
495, -1, 1
496, 43, -1
497, 69, -1
498, 41, -1
499, 39, -1
500, -21, 1
501, -19, 1
502, 25, -1
503, 41, -1
504, -1, 1
505, 7, -1
506, -9, 1
507, -61, 1
508, -27, 1
509, 31, -1
510, -11, 1
511, -5, 1
512, 9, -1
513, 35, -1
514, 33, -1
515, -19, 1
516, -7, 1
517, -5, 1
518, -1, 1
519, 23, -1
520, 21, -1
521, 25, -1
522, -15, 1
523, -17, 1
524, -13, 1
525, -1, 1
526, 21, -1
527, 13, -1
528, 37, -1
529, -29, 1
