101, 2, 0.039604, 734.136, 7.26867, 0.399699, 2.5
201, 2, 0.0199005, 1395.38, 6.94221, 0.417831, 3.75
301, 2, 0.013289, 2737.39, 9.09433, 0.416461, 3
401, 2, 0.00997506, 4754.78, 11.8573, 0.418256, 3
501, 2, 0.00798403, 10433.9, 20.8261, 0.413608, 2.5
601, 2, 0.00665557, 16370.5, 27.2388, 0.414865, 3.75
701, 2, 0.00570613, 23011.2, 32.8262, 0.41362, 4.25
101, 3, 0.0792079, 427.225, 4.22995, 0.410897, 4.125
201, 3, 0.039801, 1855.22, 9.22996, 0.417489, 1.875
301, 3, 0.0265781, 4099.62, 13.62, 0.41933, 2.25
401, 3, 0.0199501, 5402.78, 13.4733, 0.4305, 3.875
501, 3, 0.0159681, 7697.31, 15.3639, 0.431741, 4.625
601, 3, 0.0133111, 14369.2, 23.9087, 0.424811, 4.125
701, 3, 0.0114123, 19460.3, 27.7608, 0.425441, 4.25
101, 4, 0.158416, 160.416, 1.58828, 0.449444, 2.25
201, 4, 0.079602, 1257.4, 6.25573, 0.431384, 1.9375
301, 4, 0.0531561, 2685.13, 8.92069, 0.430874, 1.8125
401, 4, 0.0399002, 3091.04, 7.70833, 0.441744, 3.25
501, 4, 0.0319361, 5767.7, 11.5124, 0.440649, 2.25
601, 4, 0.0266223, 8283.26, 13.7825, 0.441362, 2.0625
701, 4, 0.0228245, 11445.1, 16.3268, 0.441244, 2.0625
101, 5, 0.316832, 21.6333, 0.214191, 0.48416, 0.96875
201, 5, 0.159204, 338.634, 1.68475, 0.463321, 1.6875
301, 5, 0.106312, 962.741, 3.19848, 0.458168, 2.375
401, 5, 0.0798005, 2895.53, 7.22077, 0.449405, 2.34375
501, 5, 0.0638723, 4096.54, 8.17673, 0.450788, 3.15625
601, 5, 0.0532446, 7348, 12.2263, 0.447852, 1.75
701, 5, 0.0456491, 6276.57, 8.95374, 0.45392, 2.84375
101, 6, 0.633663, 47.8692, 0.473953, 0.475849, 0.609375
201, 6, 0.318408, 74.4001, 0.37015, 0.485896, 0.625
301, 6, 0.212625, 286.305, 0.95118, 0.479075, 0.84375
401, 6, 0.159601, 742.288, 1.85109, 0.47363, 1.29688
501, 6, 0.127745, 1176.92, 2.34915, 0.473373, 1.57812
601, 6, 0.106489, 2744.45, 4.56647, 0.466284, 1.5625
701, 6, 0.0912981, 2888.04, 4.11989, 0.469757, 2.15625
101, 7, 1.26733, 68.6192, 0.679398, 0.469575, 0.3125
201, 7, 0.636816, 120.122, 0.597624, 0.481535, 0.375
301, 7, 0.425249, 166.966, 0.554706, 0.485985, 0.398438
401, 7, 0.319202, 264.481, 0.659555, 0.487228, 0.484375
501, 7, 0.255489, 441.287, 0.880813, 0.486383, 0.585938
601, 7, 0.212978, 719.492, 1.19716, 0.484736, 0.625
701, 7, 0.182596, 940.184, 1.3412, 0.485177, 0.695312
101, 8, 2.53465, 98.5108, 0.975355, 0.463164, 0.175781
201, 8, 1.27363, 176.818, 0.879693, 0.476179, 0.207031
301, 8, 0.850498, 256.095, 0.850815, 0.48208, 0.265625
401, 8, 0.638404, 350.968, 0.875232, 0.485046, 0.308594
501, 8, 0.510978, 413.977, 0.826301, 0.487733, 0.292969
601, 8, 0.425957, 550.539, 0.916039, 0.488658, 0.308594
701, 8, 0.365193, 700.227, 0.998898, 0.489455, 0.359375
101, 9, 5.06931, 111.413, 1.1031, 0.460009, 0.0898438
201, 9, 2.54726, 222.469, 1.10681, 0.472516, 0.107422
301, 9, 1.701, 325.661, 1.08193, 0.478539, 0.130859
401, 9, 1.27681, 440.701, 1.09901, 0.482104, 0.154297
501, 9, 1.02196, 564.211, 1.12617, 0.484346, 0.173828
601, 9, 0.851913, 720.154, 1.19826, 0.485884, 0.1875
701, 9, 0.730385, 876.322, 1.2501, 0.486864, 0.1875
101, 10, 10.1386, 125.873, 1.24627, 0.457001, 0.0488281
201, 10, 5.09453, 268.323, 1.33494, 0.469234, 0.0654297
301, 10, 3.40199, 396.907, 1.31863, 0.475857, 0.0732422
401, 10, 2.55362, 542.34, 1.35247, 0.479632, 0.0869141
501, 10, 2.04391, 698.269, 1.39375, 0.481959, 0.0917969
601, 10, 1.70383, 893.815, 1.48721, 0.483323, 0.0986328
701, 10, 1.46077, 1093.83, 1.56038, 0.484715, 0.116211
101, 11, 20.2772, 144.315, 1.42886, 0.453433, 0.0244141
201, 11, 10.1891, 275.483, 1.37056, 0.468666, 0.0307617
301, 11, 6.80399, 457.477, 1.51986, 0.473452, 0.0371094
401, 11, 5.10723, 593.242, 1.47941, 0.478054, 0.0419922
501, 11, 4.08782, 800.439, 1.59768, 0.479929, 0.0483398
601, 11, 3.40765, 1049.28, 1.7459, 0.481293, 0.0541992
701, 11, 2.92154, 1285.91, 1.8344, 0.482487, 0.0561523
101, 12, 40.5545, 157.962, 1.56398, 0.451079, 0.0129395
201, 12, 20.3781, 320.864, 1.59634, 0.465543, 0.0168457
301, 12, 13.608, 491.962, 1.63443, 0.472165, 0.0200195
401, 12, 10.2145, 650.995, 1.62343, 0.476673, 0.0219727
501, 12, 8.17565, 863.566, 1.72368, 0.478876, 0.0256348
601, 12, 6.81531, 1078.84, 1.79507, 0.480637, 0.0275879
701, 12, 5.84308, 1381.08, 1.97016, 0.481481, 0.0297852
101, 13, 81.1089, 161.774, 1.60173, 0.450674, 0.0065918
201, 13, 40.7562, 324.628, 1.61507, 0.465136, 0.00805664
301, 13, 27.2159, 518.676, 1.72317, 0.471246, 0.0100098
401, 13, 20.4289, 681.201, 1.69875, 0.475752, 0.0112305
501, 13, 16.3513, 903.726, 1.80385, 0.478076, 0.0123291
601, 13, 13.6306, 1177.46, 1.95917, 0.479461, 0.0144043
701, 13, 11.6862, 1379.07, 1.96729, 0.481331, 0.0142822
101, 14, 162.218, 163.918, 1.62295, 0.450188, 0.00335693
201, 14, 81.5124, 336.943, 1.67633, 0.464865, 0.00445557
301, 14, 54.4319, 513.916, 1.70736, 0.471422, 0.00482178
401, 14, 40.8579, 738.41, 1.84142, 0.474688, 0.00579834
501, 14, 32.7026, 958.294, 1.91276, 0.477142, 0.00640869
601, 14, 27.2612, 1197.55, 1.9926, 0.479233, 0.00701904
701, 14, 23.3723, 1416.75, 2.02104, 0.480803, 0.00720215
101, 15, 324.436, 163.257, 1.61641, 0.450469, 0.0017395
201, 15, 163.025, 333.692, 1.66016, 0.465244, 0.00210571
301, 15, 108.864, 542.717, 1.80305, 0.470991, 0.00259399
401, 15, 81.7157, 750.143, 1.87068, 0.474756, 0.00280762
501, 15, 65.4052, 996.151, 1.98833, 0.477052, 0.00317383
601, 15, 54.5225, 1285.6, 2.1391, 0.478577, 0.003479
701, 15, 46.7447, 1530.53, 2.18336, 0.480427, 0.00369263
101, 16, 648.871, 164.575, 1.62945, 0.45008, 0.000854492
201, 16, 326.05, 354.59, 1.76413, 0.463995, 0.00108337
301, 16, 217.728, 551.739, 1.83302, 0.470506, 0.00134277
401, 16, 163.431, 752.573, 1.87674, 0.474651, 0.00146484
501, 16, 130.81, 1037.92, 2.0717, 0.476497, 0.00160217
601, 16, 109.045, 1276.43, 2.12385, 0.478793, 0.00172424
701, 16, 93.4893, 1566.03, 2.23399, 0.480349, 0.00198364
