101, 2, 0.039604, 527.101, 5.21882, 0.401814, 2.75
201, 2, 0.0199005, 1262.11, 6.27914, 0.417583, 3
301, 2, 0.013289, 2994.96, 9.95005, 0.422017, 4.25
401, 2, 0.00997506, 7520.68, 18.7548, 0.411442, 3.75
501, 2, 0.00798403, 12046.4, 24.0448, 0.412063, 3.75
601, 2, 0.00665557, 17659.6, 29.3837, 0.412072, 4
701, 2, 0.00570613, 14417.3, 20.5668, 0.417753, 3.5
101, 3, 0.0792079, 256.518, 2.53978, 0.434683, 3
201, 3, 0.039801, 985.321, 4.9021, 0.430181, 2.875
301, 3, 0.0265781, 2187.3, 7.26676, 0.436803, 2.875
401, 3, 0.0199501, 5630.75, 14.0418, 0.424754, 2.5
501, 3, 0.0159681, 5375.46, 10.7295, 0.439569, 4.375
601, 3, 0.0133111, 11635.2, 19.3598, 0.428979, 4
701, 3, 0.0114123, 17392.9, 24.8115, 0.427143, 2.875
101, 4, 0.158416, 97.7589, 0.96791, 0.463843, 1.8125
201, 4, 0.079602, 442.224, 2.20012, 0.456786, 2.3125
301, 4, 0.0531561, 1975.92, 6.56451, 0.440045, 3.9375
401, 4, 0.0399002, 4641.5, 11.5748, 0.43493, 2.1875
501, 4, 0.0319361, 5477.66, 10.9335, 0.444002, 2
601, 4, 0.0266223, 9603.6, 15.9794, 0.436526, 2.375
701, 4, 0.0228245, 15902.2, 22.685, 0.432321, 2.25
101, 5, 0.316832, 62.9912, 0.623675, 0.474289, 0.90625
201, 5, 0.159204, 251.496, 1.25122, 0.472986, 1.28125
301, 5, 0.106312, 723.775, 2.40457, 0.467301, 2.03125
401, 5, 0.0798005, 1397.39, 3.48476, 0.465277, 2.71875
501, 5, 0.0638723, 2864.47, 5.7175, 0.4591, 3.09375
601, 5, 0.0532446, 4344.22, 7.22832, 0.457937, 3.625
701, 5, 0.0456491, 6092.03, 8.69048, 0.456553, 3.71875
101, 6, 0.633663, 85.6416, 0.847937, 0.469774, 0.546875
201, 6, 0.318408, 223.061, 1.10976, 0.478904, 0.65625
301, 6, 0.212625, 469.897, 1.56112, 0.479709, 0.875
401, 6, 0.159601, 921.142, 2.29711, 0.476725, 1.09375
501, 6, 0.127745, 1462.74, 2.91964, 0.47596, 1.21875
601, 6, 0.106489, 2549.83, 4.24265, 0.471057, 1.65625
701, 6, 0.0912981, 4083.02, 5.82457, 0.467586, 1.35938
101, 7, 1.26733, 134.407, 1.33076, 0.46066, 0.320312
201, 7, 0.636816, 282.531, 1.40563, 0.47469, 0.398438
301, 7, 0.425249, 516.769, 1.71684, 0.478867, 0.445312
401, 7, 0.319202, 795.337, 1.98338, 0.481662, 0.5
501, 7, 0.255489, 1185.33, 2.36593, 0.482437, 0.507812
601, 7, 0.212978, 1699.14, 2.82719, 0.48225, 0.585938
701, 7, 0.182596, 2396.93, 3.4193, 0.481225, 0.695312
101, 8, 2.53465, 158.632, 1.57062, 0.455587, 0.1875
201, 8, 1.27363, 330.039, 1.64199, 0.471176, 0.207031
301, 8, 0.850498, 620.363, 2.06101, 0.475405, 0.246094
401, 8, 0.638404, 929.195, 2.31719, 0.479094, 0.273438
501, 8, 0.510978, 1368.09, 2.73073, 0.480579, 0.292969
601, 8, 0.425957, 1867.92, 3.10801, 0.481614, 0.324219
701, 8, 0.365193, 2392.31, 3.41272, 0.483125, 0.332031
101, 9, 5.06931, 146.76, 1.45307, 0.456649, 0.0800781
201, 9, 2.54726, 397.009, 1.97517, 0.466609, 0.109375
301, 9, 1.701, 695.284, 2.30991, 0.472295, 0.123047
401, 9, 1.27681, 1041.98, 2.59845, 0.476177, 0.144531
501, 9, 1.02196, 1478.69, 2.95149, 0.478706, 0.158203
601, 9, 0.851913, 2042.16, 3.39793, 0.479758, 0.179688
701, 9, 0.730385, 2601.89, 3.71168, 0.480909, 0.177734
101, 10, 10.1386, 185.39, 1.83555, 0.449901, 0.046875
201, 10, 5.09453, 409.723, 2.03842, 0.46538, 0.0556641
301, 10, 3.40199, 722.667, 2.40089, 0.471764, 0.0625
401, 10, 2.55362, 1096.39, 2.73415, 0.475605, 0.0751953
501, 10, 2.04391, 1560.58, 3.11493, 0.477619, 0.0800781
601, 10, 1.70383, 2135.78, 3.55372, 0.478975, 0.0869141
701, 10, 1.46077, 2770.46, 3.95216, 0.480169, 0.0957031
101, 11, 20.2772, 177.84, 1.76079, 0.451015, 0.0224609
201, 11, 10.1891, 432.973, 2.15409, 0.464385, 0.0268555
301, 11, 6.80399, 798.958, 2.65435, 0.469532, 0.0336914
401, 11, 5.10723, 1155.34, 2.88114, 0.474321, 0.0380859
501, 11, 4.08782, 1647.64, 3.2887, 0.476186, 0.0405273
601, 11, 3.40765, 2284.76, 3.8016, 0.476907, 0.046875
701, 11, 2.92154, 2950.96, 4.20965, 0.478167, 0.0488281
101, 12, 40.5545, 187.658, 1.858, 0.44911, 0.0112305
201, 12, 20.3781, 456.036, 2.26884, 0.462945, 0.015625
301, 12, 13.608, 767.254, 2.54902, 0.469803, 0.0166016
401, 12, 10.2145, 1222.8, 3.04937, 0.472445, 0.0192871
501, 12, 8.17565, 1700, 3.3932, 0.475636, 0.0219727
601, 12, 6.81531, 2205.49, 3.6697, 0.477851, 0.0227051
701, 12, 5.84308, 2944.21, 4.20002, 0.47853, 0.0244141
101, 13, 81.1089, 193.211, 1.91298, 0.447748, 0.00561523
201, 13, 40.7562, 462.397, 2.30048, 0.462584, 0.00744629
301, 13, 27.2159, 785.681, 2.61023, 0.469336, 0.00891113
401, 13, 20.4289, 1202.9, 2.99974, 0.472796, 0.00939941
501, 13, 16.3513, 1738.49, 3.47004, 0.474686, 0.0106201
601, 13, 13.6306, 2271.36, 3.7793, 0.477197, 0.0115967
701, 13, 11.6862, 2970.46, 4.23746, 0.478424, 0.0129395
101, 14, 162.218, 194.343, 1.92419, 0.448439, 0.00280762
201, 14, 81.5124, 464.26, 2.30975, 0.463054, 0.00384521
301, 14, 54.4319, 849.433, 2.82204, 0.467752, 0.00457764
401, 14, 40.8579, 1274.68, 3.17875, 0.471956, 0.00506592
501, 14, 32.7026, 1829.25, 3.6512, 0.473765, 0.0055542
601, 14, 27.2612, 2390.69, 3.97786, 0.476397, 0.00610352
701, 14, 23.3723, 3083.71, 4.39901, 0.477695, 0.00634766
101, 15, 324.436, 202.033, 2.00032, 0.447259, 0.00143433
201, 15, 163.025, 485.251, 2.41419, 0.462317, 0.00186157
301, 15, 108.864, 898.934, 2.98649, 0.467746, 0.0022583
401, 15, 81.7157, 1387.5, 3.4601, 0.471944, 0.00253296
501, 15, 65.4052, 2029.53, 4.05096, 0.473226, 0.00292969
601, 15, 54.5225, 2635.53, 4.38525, 0.476329, 0.00305176
701, 15, 46.7447, 3488.52, 4.97649, 0.476914, 0.00320435
101, 16, 648.871, 188.036, 1.86174, 0.449711, 0.000686646
201, 16, 326.05, 530.49, 2.63925, 0.460216, 0.00100708
301, 16, 217.728, 870.1, 2.8907, 0.469119, 0.00109863
401, 16, 163.431, 1368.29, 3.4122, 0.472286, 0.00126648
501, 16, 130.81, 1981.76, 3.95562, 0.474262, 0.00144958
601, 16, 109.045, 2704.87, 4.50062, 0.475814, 0.00154114
701, 16, 93.4893, 3464.54, 4.94228, 0.477636, 0.00166321
