3, -3, 1
4, -17, 1
5, 99, -1
6, -3, 1
7, 13, -1
8, -17, 1
9, -51, 1
10, 99, -1
11, 85, -1
12, -33, 1
13, 21, -1
14, 87, -1
15, 57, -1
16, -17, 1
17, -113, 1
18, 23, -1
19, -41, 1
20, 7, -1
21, -1, 1
22, -71, 1
23, -65, 1
24, -29, 1
25, 53, -1
26, 75, -1
27, -53, 1
28, 25, -1
29, 81, -1
30, 47, -1
31, 105, -1
32, -17, 1
33, -113, 1
34, 23, -1
35, -41, 1
36, 7, -1
37, -1, 1
38, -71, 1
39, -65, 1
40, -29, 1
41, 53, -1
42, 75, -1
43, -53, 1
44, 25, -1
45, 81, -1
46, 47, -1
47, 105, -1
48, -17, 1
49, -113, 1
50, 23, -1
51, -41, 1
52, 7, -1
53, -1, 1
54, -71, 1
55, -65, 1
56, -29, 1
57, 53, -1
58, 75, -1
59, -53, 1
60, 25, -1
61, 81, -1
62, 47, -1
63, 105, -1
64, -17, 1
65, -113, 1
66, 23, -1
67, -41, 1
68, 7, -1
69, -1, 1
70, -71, 1
71, -65, 1
72, -29, 1
73, 53, -1
74, 75, -1
75, -53, 1
76, 25, -1
77, 81, -1
78, 47, -1
79, 105, -1
80, -17, 1
81, -113, 1
82, 23, -1
83, -41, 1
84, 7, -1
85, -1, 1
86, -71, 1
87, -65, 1
88, -29, 1
89, 53, -1
90, 75, -1
91, -53, 1
92, 25, -1
93, 81, -1
94, 47, -1
95, 105, -1
96, -17, 1
97, -113, 1
98, 23, -1
99, -41, 1
100, 7, -1
101, -1, 1
102, -71, 1
103, -65, 1
104, -29, 1
105, 53, -1
106, 75, -1
107, -53, 1
108, 25, -1
109, 81, -1
110, 47, -1
111, 105, -1
112, -17, 1
113, -113, 1
114, 23, -1
115, -41, 1
116, 7, -1
117, -1, 1
118, -71, 1
119, -65, 1
120, -29, 1
121, 53, -1
122, 75, -1
123, -53, 1
124, 25, -1
125, 81, -1
126, 47, -1
127, 105, -1
128, -17, 1
129, -113, 1
130, 23, -1
131, -41, 1
132, 7, -1
133, -1, 1
134, -71, 1
135, -65, 1
136, -29, 1
137, 53, -1
138, 75, -1
139, -53, 1
140, 25, -1
141, 81, -1
142, 47, -1
143, 105, -1
144, -17, 1
145, -113, 1
146, 23, -1
147, -41, 1
148, 7, -1
149, -1, 1
150, -71, 1
151, -65, 1
152, -29, 1
153, 53, -1
154, 75, -1
155, -53, 1
156, 25, -1
157, 81, -1
158, 47, -1
159, 105, -1
160, -17, 1
161, -113, 1
162, 23, -1
163, -41, 1
164, 7, -1
165, -1, 1
166, -71, 1
167, -65, 1
168, -29, 1
169, 53, -1
170, 75, -1
171, -53, 1
172, 25, -1
173, 81, -1
174, 47, -1
175, 105, -1
176, -17, 1
177, -113, 1
178, 23, -1
179, -41, 1
180, 7, -1
181, -1, 1
182, -71, 1
183, -65, 1
184, -29, 1
185, 53, -1
186, 75, -1
187, -53, 1
188, 25, -1
189, 81, -1
190, 47, -1
191, 105, -1
192, -17, 1
193, -113, 1
194, 23, -1
195, -41, 1
196, 7, -1
197, -1, 1
198, -71, 1
199, -65, 1
200, -29, 1
201, 53, -1
202, 75, -1
203, -53, 1
204, 25, -1
205, 81, -1
206, 47, -1
207, 105, -1
208, -17, 1
209, -113, 1
210, 23, -1
211, -41, 1
212, 7, -1
213, -1, 1
214, -71, 1
215, -65, 1
216, -29, 1
217, 53, -1
218, 75, -1
219, -53, 1
220, 25, -1
221, 81, -1
222, 47, -1
223, 105, -1
224, -17, 1
225, -113, 1
226, 23, -1
227, -41, 1
228, 7, -1
229, -1, 1
230, -71, 1
231, -65, 1
232, -29, 1
233, 53, -1
234, 75, -1
235, -53, 1
236, 25, -1
237, 81, -1
238, 47, -1
239, 105, -1
240, -17, 1
241, -113, 1
242, 23, -1
