459, -27, 1
460, -9, 1
461, -17, 1
462, -7, 1
463, 1, -1
464, 11, -1
465, 11, -1
466, 11, -1
467, 21, -1
468, -37, 1
469, -13, 1
470, -1, 1
471, -11, 1
472, 7, -1
473, -5, 1
474, 7, -1
475, 3, -1
476, -5, 1
477, 5, -1
478, 3, -1
479, 1, -1
480, 21, -1
481, 7, -1
482, -9, 1
483, -3, 1
484, 19, -1
485, -15, 1
486, 5, -1
487, -11, 1
488, 11, -1
489, 9, -1
490, -27, 1
491, 11, -1
492, 3, -1
493, -7, 1
494, -9, 1
495, 9, -1
496, 3, -1
497, 7, -1
498, -19, 1
499, -15, 1
500, 3, -1
501, -1, 1
502, -5, 1
503, 9, -1
504, -15, 1
505, 3, -1
506, 5, -1
507, 11, -1
508, -3, 1
509, -5, 1
510, -3, 1
511, 13, -1
512, 3, -1
513, 11, -1
