0.003996, 2, 0.76024, 100, 1001, 140.454, 2, 0.373978, 0.20979
0.00799201, 3, 0.763237, 100, 1001, 73.2523, 2, 0.412917, 0.673327
0.015984, 4, 0.759241, 100, 1001, 38.1735, 2, 0.437084, 0.681319
0.031968, 5, 0.746254, 100, 1001, 18.8098, 2, 0.457247, 0.527473
0.0639361, 6, 0.691309, 100, 1001, 9.71858, 2, 0.469655, 0.475524
0.127872, 7, 0.665335, 100, 1001, 4.86373, 2, 0.478895, 0.393606
0.255744, 8, 0.591409, 100, 1001, 2.22504, 2, 0.486273, 0.295704
0.511489, 9, 0.592408, 100, 1001, 1.01105, 2, 0.492547, 0.253746
1.02298, 10, 0.558442, 100, 1001, 0.695535, 2, 0.492404, 0.20979
2.04595, 11, 0.553447, 100, 1001, 0.61984, 2, 0.49166, 0.207792
4.09191, 12, 0.555445, 100, 1001, 0.663652, 2, 0.49059, 0.221778
8.18382, 13, 0.566434, 100, 1001, 0.732375, 2, 0.489719, 0.235764
16.3676, 14, 0.56044, 100, 1001, 0.807287, 2, 0.488934, 0.23976
32.7353, 15, 0.564436, 100, 1001, 0.871505, 2, 0.488327, 0.23976
65.4705, 16, 0.565435, 100, 1001, 0.887865, 2, 0.48835, 0.245754
130.941, 17, 0.569431, 100, 1001, 0.933556, 2, 0.487856, 0.23976
